id,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
882,8753657,K00321.02,Kepler-406 c,CONFIRMED,CANDIDATE,,,,,,4.62339,4.8e-05,-4.8e-05,132.366,0.0045,-0.0045,0.527,0.1,-0.1,2.9832,,,53,,,0.84,0.1,-0.1,1107.0,,,,,,21.6,,,5538.0,44.0,-44.0,4.34,0.1,-0.1,1.11,0.12,-0.12,291.84805,44.96822,12.52
883,9139084,K00323.01,Kepler-523 b,CONFIRMED,CANDIDATE,,,,,,5.835973,1.6e-05,-1.6e-05,169.87492,0.00094,-0.00094,0.67,0.34,-0.34,2.0772,,,540,,,2.17,0.19,-0.19,915.0,,,,,,112.3,,,5527.0,50.0,-50.0,4.52,0.1,-0.1,0.887,0.041,-0.041,284.06113,45.506851,12.465
884,9527334,K00049.01,Kepler-461 b,CONFIRMED,CANDIDATE,,,,,,8.313759,2.2e-05,-2.2e-05,175.99176,0.00089,-0.00089,0.75,0.16,-0.16,3.0819,,,816,,,3.24,0.22,-0.22,926.0,,,,,,160.3,,,5923.0,56.0,-56.0,4.44,0.1,-0.1,1.044,0.056,-0.056,292.24902,46.164822,13.704
885,3745690,K00442.03,Kepler-157 d,CONFIRMED,CANDIDATE,,,,,,7.025763,5.4e-05,-5.4e-05,133.6262,0.0036,-0.0036,0.75,0.1,-0.1,2.3394,,,230,,,1.52,0.73,-0.73,943.0,,,,,,22.1,,,5969.0,86.0,-86.0,4.52,0.3,-0.3,0.92,0.44,-0.44,291.09723,38.87561,14.002
886,3833007,K00443.01,Kepler-555 b,CONFIRMED,CANDIDATE,,,,,,16.217504,9.5e-05,-9.5e-05,180.0452,0.002,-0.002,0.875,0.1,-0.1,5.377,,,791,,,3.0,1.1,-1.1,694.0,,,,,,83.5,,,5889.0,80.0,-80.0,4.53,0.3,-0.3,0.9,0.32,-0.32,285.51685,38.9324,14.2
887,3847138,K00444.01,Kepler-556 b,CONFIRMED,CANDIDATE,,,,,,11.722936,8.1e-05,-8.1e-05,177.3179,0.0024,-0.0024,0.71,0.12,-0.12,4.2884,,,508,,,2.2,1.2,-1.2,792.0,,,,,,65.0,,,5934.0,93.0,-93.0,4.51,0.3,-0.3,0.92,0.49,-0.49,290.52942,38.942661,14.112
888,4633570,K00446.02,Kepler-158 c,CONFIRMED,CANDIDATE,,,,,,28.55142,0.00025,-0.00025,185.4773,0.0029,-0.0029,0.06,0.54,-0.54,4.0953,,,918,,,1.82,0.42,-0.42,406.0,,,,,,41.9,,,4631.0,60.0,-60.0,4.66,0.3,-0.3,0.628,0.014,-0.014,284.03223,39.78133,14.427
889,5640085,K00448.02,Kepler-159 c,CONFIRMED,CANDIDATE,,,,,,43.60891,0.00024,-0.00024,194.4797,0.0016,-0.0016,0.67,0.32,-0.32,4.9432,,,2098,,,2.89,0.21,-0.21,335.0,,,,,,57.5,,,4486.0,61.0,-61.0,4.68,0.3,-0.3,0.597,0.014,-0.014,297.07016,40.86879,14.902
890,5709725,K00555.02,Kepler-598 c,CONFIRMED,CANDIDATE,,,,,,86.4926,0.0014,-0.0014,181.8966,0.0066,-0.0066,0.0202,0.1,-0.1,7.4094,,,927,,,2.68,0.12,-0.12,365.0,,,,,,51.0,,,5245.0,44.0,-44.0,4.458,0.06,-0.06,0.903,0.038,-0.038,293.12341,40.934769,14.759
891,5774349,K00557.01,Kepler-599 b,CONFIRMED,CANDIDATE,,,,,,15.65558,9.3e-05,-9.3e-05,170.7838,0.0021,-0.0021,0.78,0.21,-0.21,4.017,,,942,,,2.64,0.65,-0.65,598.0,,,,,,59.0,,,5148.0,76.0,-76.0,4.54,0.3,-0.3,0.78,0.18,-0.18,285.9115,41.069439,14.97
892,5978361,K00558.01,Kepler-1722 b,CONFIRMED,CANDIDATE,,,,,,9.178475,4.7e-05,-4.7e-05,173.0906,0.0017,-0.0017,0.51,0.69,-0.69,2.1613,,,742,,,2.2,1.1,-1.1,755.0,,,,,,59.8,,,5506.0,84.0,-84.0,4.58,0.3,-0.3,0.8,0.34,-0.34,296.66275,41.261238,14.874
893,6501635,K00560.01,Kepler-600 b,CONFIRMED,CANDIDATE,,,,,,23.67523,0.00017,-0.00017,179.2738,0.0024,-0.0024,0.858,0.1,-0.1,4.6487,,,914,,,2.6,1.1,-1.1,513.0,,,,,,55.0,,,5278.0,75.0,-75.0,4.63,0.3,-0.3,0.74,0.3,-0.3,283.83307,41.978649,14.721
894,6665695,K00561.01,Kepler-601 b,CONFIRMED,CANDIDATE,,,,,,5.378901,2.8e-05,-2.8e-05,169.6118,0.0017,-0.0017,0.68,0.38,-0.38,2.7073,,,519,,,1.82,0.99,-0.99,847.0,,,,,,62.6,,,5234.0,65.0,-65.0,4.59,0.3,-0.3,0.75,0.4,-0.4,282.00461,42.176529,14.005
895,8051946,K03038.01,Kepler-1416 b,CONFIRMED,CANDIDATE,,,,,,1.49515,1.9e-05,-1.9e-05,132.6608,0.0049,-0.0049,0.9761,0.1,-0.1,3.5982,,,46,,,1.2,0.46,-0.46,1709.0,,,,,,15.0,,,5692.0,100.0,-100.0,4.26,0.3,-0.3,1.16,0.44,-0.44,298.66348,43.89407,14.22
896,5445681,K03039.01,Kepler-1417 b,CONFIRMED,CANDIDATE,,,,,,20.35045,0.00034,-0.00034,142.757,0.012,-0.012,0.7,0.86,-0.86,7.3049,,,91,,,1.05,0.64,-0.64,700.0,,,,,,15.7,,,5963.0,91.0,-91.0,4.41,0.3,-0.3,1.03,0.48,-0.48,290.94989,40.605221,13.914
897,9881662,K00327.02,Kepler-140 c,CONFIRMED,CANDIDATE,,,,,,91.3525,0.0018,-0.0018,189.6005,0.0092,-0.0092,0.645,0.1,-0.1,8.3551,,,185,,,1.68,0.11,-0.11,455.0,,,,,,26.9,,,6206.0,61.0,-61.0,4.39,0.11,-0.11,1.166,0.064,-0.064,287.36948,46.768219,12.996
898,11361646,K00330.02,Kepler-524 c,CONFIRMED,CANDIDATE,,,,,,1.888971,3e-05,-3e-05,132.1001,0.0052,-0.0052,0.834,0.1,-0.1,3.1899,,,49,,,0.99,0.44,-0.44,1714.0,,,,,,19.7,,,6024.0,99.0,,4.26,0.3,-0.3,1.25,0.56,-0.56,296.85922,49.162048,13.928
899,10285631,K00331.01,Kepler-525 b,CONFIRMED,CANDIDATE,,,,,,18.68421,0.0002,-0.0002,170.8287,0.0032,-0.0032,0.878,0.1,-0.1,7.2416,,,400,,,3.54,0.47,-0.47,803.0,,,,,,66.1,,,5536.0,58.0,-58.0,4.1,0.1,-0.1,1.5,0.2,-0.2,296.18344,47.358761,13.497
900,10290666,K00332.01,Kepler-526 b,CONFIRMED,CANDIDATE,,,,,,5.45851,3.3e-05,-3.3e-05,172.0877,0.0018,-0.0018,0.02,0.4,-0.4,3.9749,,,243,,,1.84,0.24,-0.24,1103.0,,,,,,81.4,,,5719.0,60.0,-60.0,4.33,0.1,-0.1,1.21,0.16,-0.16,297.65094,47.39629,13.046
901,10337258,K00333.01,Kepler-527 b,CONFIRMED,CANDIDATE,,,,,,13.285388,8.9e-05,-8.9e-05,169.8602,0.0024,-0.0024,0.731,0.1,-0.1,6.2576,,,393,,,2.5,1.7,-1.7,912.0,,,,,,82.4,,,6538.0,90.0,-90.0,4.39,0.3,-0.3,1.17,0.78,-0.78,290.95792,47.406281,13.39
902,10318874,K00104.01,Kepler-94 b,CONFIRMED,CANDIDATE,,,,,,2.5080585,1.6e-06,-1.6e-06,134.9997,0.00017,-0.00017,0.81,0.15,-0.15,1.1419,,,1539,,,3.36,0.26,-0.26,996.0,,,,,,333.0,,,4786.0,80.0,-80.0,4.59,0.2,-0.2,0.757,0.034,-0.034,281.19473,47.497131,12.895
903,7115785,K00672.02,Kepler-209 c,CONFIRMED,CANDIDATE,,,,,,41.74999,0.00017,-0.00017,153.8387,0.0021,-0.0021,0.9344,0.1,-0.1,6.7028,,,1058,,,4.03,0.41,-0.41,507.0,,,,,,106.9,,,5524.0,50.0,-50.0,4.41,0.1,-0.1,1.0,0.1,-0.1,291.16953,42.640808,13.998
904,7124613,K00673.01,Kepler-642 b,CONFIRMED,CANDIDATE,,,,,,4.417463,2.5e-05,-2.5e-05,170.7908,0.0018,-0.0018,0.73,0.11,-0.11,3.0297,,,282,,,2.25,0.75,-0.75,1360.0,,,,,,65.6,,,6558.0,104.0,-104.0,4.34,0.3,-0.3,1.24,0.41,-0.41,293.83456,42.624962,13.343
905,7277317,K00674.01,Kepler-643 b,CONFIRMED,CANDIDATE,,,,,,16.338952,7.1e-05,-7.1e-05,177.9163,0.0015,-0.0015,0.8108,0.1,-0.1,10.0745,,,1684,,,12.7,1.4,-1.4,959.0,,,,,,216.5,,,4864.0,200.0,-200.0,3.67,0.3,-0.3,2.73,0.3,-0.3,290.32733,42.898281,13.781
906,7447200,K00676.02,Kepler-210 b,CONFIRMED,CANDIDATE,,,,,,2.4532339,2e-06,-2e-06,170.89144,0.00022,-0.00022,0.705,0.1,-0.1,1.7399,,,1761,,,2.56,0.16,-0.16,839.0,,,,,,352.2,,,4367.0,50.0,-50.0,4.71,0.1,-0.1,0.569,0.031,-0.031,292.50339,43.083149,13.822
907,8711794,K00105.01,Kepler-463 b,CONFIRMED,CANDIDATE,,,,,,8.981008,1.3e-05,-1.3e-05,136.64871,0.00053,-0.00053,0.7,0.49,-0.49,1.897,,,1077,,,3.35,0.58,-0.58,861.0,,,,,,231.8,,,5649.0,50.0,-50.0,4.4,0.1,-0.1,0.96,0.13,-0.13,298.93704,44.85791,12.87
908,7509886,K00678.01,Kepler-211 c,CONFIRMED,CANDIDATE,,,,,,6.04047,3.2e-05,-3.2e-05,172.5935,0.0018,-0.0018,0.951,0.1,-0.1,2.3971,,,272,,,3.82,0.43,-0.43,1203.0,,,,,,51.3,,,5174.0,78.0,-78.0,3.91,0.3,-0.3,1.75,0.19,-0.19,285.43915,43.16848,13.283
909,7515212,K00679.01,Kepler-212 c,CONFIRMED,CANDIDATE,,,,,,31.80526,0.00037,-0.00037,190.2473,0.0037,-0.0037,0.8852,0.1,-0.1,9.1873,,,366,,,2.61,0.24,-0.24,618.0,,,,,,82.6,,,5913.0,50.0,-50.0,4.37,0.1,-0.1,1.16,0.11,-0.11,287.62082,43.141647,13.178
910,7529266,K00680.01,Kepler-435 b,CONFIRMED,CANDIDATE,,,,,,8.6001453,5e-06,-5e-06,177.6421,0.0002,-0.0002,0.3507,0.1,-0.1,8.9948,,,4516,,,8.0,2.4,-2.4,1032.0,,,,,,323.2,,,6327.0,94.0,-94.0,4.35,0.3,-0.3,1.18,0.35,-0.35,292.28732,43.197281,13.643
911,7764367,K00685.01,Kepler-644 b,CONFIRMED,CANDIDATE,,,,,,3.173905,1.6e-05,-1.6e-05,170.9252,0.0015,-0.0015,0.629,0.1,-0.1,3.5799,,,308,,,2.8,0.88,-0.88,1625.0,,,,,,83.1,,,6344.0,145.0,-145.0,4.16,0.3,-0.3,1.52,0.47,-0.47,295.47574,43.493141,13.949
912,8161561,K00688.01,Kepler-645 b,CONFIRMED,CANDIDATE,,,,,,3.275783,1.8e-05,-1.8e-05,170.2555,0.0016,-0.0016,0.49,0.19,-0.19,2.9924,,,270,,,2.28,0.84,-0.84,1545.0,,,,,,69.2,,,6464.0,127.0,-127.0,4.25,0.3,-0.3,1.35,0.5,-0.5,290.32278,44.035809,13.992
913,8361905,K00689.01,Kepler-646 b,CONFIRMED,CANDIDATE,,,,,,15.87369,0.00013,-0.00013,182.4024,0.0031,-0.0031,0.78,0.39,-0.39,3.5036,,,463,,,1.96,0.74,-0.74,622.0,,,,,,41.5,,,5438.0,200.0,-200.0,4.6,0.3,-0.3,0.83,0.3,-0.3,290.47134,44.387081,13.766
914,8480285,K00691.02,Kepler-647 b,CONFIRMED,CANDIDATE,,,,,,16.22547,0.00045,-0.00045,144.025,0.01,-0.01,0.761,0.1,-0.1,6.4335,,,115,,,1.39,0.42,-0.42,832.0,,,,,,19.9,,,6277.0,90.0,-90.0,4.34,0.3,-0.3,1.18,0.35,-0.35,284.7883,44.591679,13.965
915,8557374,K00692.01,Kepler-213 b,CONFIRMED,CANDIDATE,,,,,,2.462345,1.5e-05,-1.5e-05,171.8414,0.0017,-0.0017,0.14,0.32,-0.32,1.8202,,,177,,,1.14,0.32,-0.32,1276.0,,,,,,45.9,,,5806.0,75.0,-75.0,4.55,0.3,-0.3,0.87,0.24,-0.24,290.82419,44.647179,13.648
916,11250587,K00107.01,Kepler-464 b,CONFIRMED,CANDIDATE,,,,,,7.256999,1.9e-05,-1.9e-05,134.02111,0.00099,-0.00099,0.831,0.1,-0.1,5.1108,,,466,,,3.1,0.41,-0.41,1062.0,,,,,,181.3,,,5919.0,50.0,-50.0,4.29,0.1,-0.1,1.27,0.17,-0.17,294.83517,48.982361,12.702
917,8738735,K00693.02,Kepler-214 b,CONFIRMED,CANDIDATE,,,,,,15.66039,0.00013,-0.00013,146.3532,0.0031,-0.0031,0.502,0.1,-0.1,7.1008,,,383,,,2.16,0.8,-0.8,812.0,,,,,,65.3,,,6352.0,84.0,-84.0,4.44,0.3,-0.3,1.07,0.4,-0.4,284.75485,44.956032,13.949
918,8802165,K00694.01,Kepler-648 b,CONFIRMED,CANDIDATE,,,,,,17.421125,6.2e-05,-6.2e-05,184.2448,0.0012,-0.0012,0.752,0.1,-0.1,5.0983,,,929,,,2.87,0.83,-0.83,657.0,,,,,,134.4,,,5779.0,68.0,-68.0,4.55,0.3,-0.3,0.86,0.25,-0.25,283.89966,45.016891,13.939
919,8805348,K00695.01,Kepler-649 b,CONFIRMED,CANDIDATE,,,,,,29.90757,0.00016,-0.00016,175.2887,0.0018,-0.0018,0.23,0.57,-0.57,4.8362,,,580,,,2.8,1.1,-1.1,663.0,,,,,,87.3,,,6226.0,80.0,-80.0,4.37,0.3,-0.3,1.14,0.43,-0.43,285.65594,45.079559,13.437
920,8878187,K00697.01,Kepler-650 b,CONFIRMED,CANDIDATE,,,,,,3.032154,1.1e-05,-1.1e-05,171.733,0.0011,-0.0011,0.843,0.1,-0.1,3.9785,,,483,,,4.24,0.75,-0.75,1601.0,,,,,,110.6,,,5779.0,200.0,-200.0,4.05,0.3,-0.3,1.7,0.3,-0.3,289.00089,45.15427,13.684
921,4914423,K00108.01,Kepler-103 b,CONFIRMED,CANDIDATE,,,,,,15.965349,4.7e-05,-4.7e-05,142.1763,0.0011,-0.0011,0.797,0.1,-0.1,4.6518,,,482,,,2.94,0.34,-0.34,805.0,,,,,,123.3,,,5975.0,44.0,-44.0,4.33,0.1,-0.1,1.21,0.14,-0.14,288.98456,40.064529,12.287
922,8962094,K00700.04,Kepler-215 e,CONFIRMED,CANDIDATE,,,,,,68.1603,0.00052,-0.00052,187.038,0.06,-0.06,0.49,1.0,-1.0,5.6308,,,281,,,1.8,1.1,-1.1,474.0,,,,,,26.9,,,5922.0,84.0,-84.0,4.37,0.3,-0.3,1.07,0.36,-0.36,294.97351,45.213692,13.58
923,9002278,K00701.03,Kepler-62 e,CONFIRMED,CANDIDATE,,,,,,122.38742,0.00077,-0.00077,150.4041,0.0032,-0.0032,0.01,0.5,-0.5,6.6362,,,698,,,1.54,0.07,-0.07,255.0,,,,,,47.8,,,4807.0,50.0,-50.0,4.69,0.1,-0.1,0.601,0.018,-0.018,283.21274,45.349861,13.725
924,9266431,K00704.01,Kepler-1726 b,CONFIRMED,CANDIDATE,,,,,,18.396319,7.3e-05,-7.3e-05,185.1393,0.0014,-0.0014,0.909,0.1,-0.1,2.8644,,,694,,,2.8,1.3,-1.3,629.0,,,,,,83.3,,,5444.0,77.0,-77.0,4.47,0.3,-0.3,0.88,0.4,-0.4,284.38617,45.719711,13.704
925,9530945,K00708.02,Kepler-216 b,CONFIRMED,CANDIDATE,,,,,,7.693491,6e-05,-6e-05,176.5086,0.0026,-0.0026,0.747,0.1,-0.1,4.9743,,,298,,,1.96,0.59,-0.59,1008.0,,,,,,63.3,,,6278.0,88.0,-88.0,4.45,0.3,-0.3,1.05,0.32,-0.32,293.72806,46.12915,13.998
926,9578686,K00709.01,Kepler-651 b,CONFIRMED,CANDIDATE,,,,,,21.3845,0.00012,-0.00012,178.7897,0.0019,-0.0019,0.2,0.35,-0.35,3.9206,,,633,,,2.16,0.87,-0.87,606.0,,,,,,69.9,,,5658.0,74.0,-74.0,4.52,0.3,-0.3,0.87,0.35,-0.35,287.33279,46.20351,13.94
927,9590976,K00710.03,Kepler-217 d,CONFIRMED,CANDIDATE,,,,,,3.886831,6.1e-05,-6.1e-05,132.4974,0.0067,-0.0067,0.825,0.1,-0.1,3.997,,,61,,,1.25,,,1471.0,,,,,,21.2,,,6653.0,,,4.314,,,1.356,,,293.03775,46.277519,13.294
928,9597345,K00711.03,Kepler-218 d,CONFIRMED,CANDIDATE,,,,,,124.5231,0.0021,-0.0021,254.1786,0.0052,-0.0052,0.5,0.11,-0.11,9.7758,,,694,,,2.83,0.22,-0.22,356.0,,,,,,58.7,,,5502.0,44.0,-44.0,4.396,0.06,-0.06,1.059,0.077,-0.077,295.41281,46.266472,13.967
929,9702072,K00714.01,Kepler-652 b,CONFIRMED,CANDIDATE,,,,,,4.1820097,6.9e-06,-6.9e-06,172.78827,0.00051,-0.00051,0.02,0.84,-0.84,2.2135,,,850,,,2.58,0.23,-0.23,1019.0,,,,,,208.8,,,5396.0,52.0,-52.0,4.49,0.1,-0.1,0.898,0.065,-0.065,288.00812,46.47356,13.393
930,9450647,K00110.01,Kepler-465 b,CONFIRMED,CANDIDATE,,,,,,9.940678,2.2e-05,-2.2e-05,135.21471,0.0008,-0.0008,0.754,0.1,-0.1,3.9767,,,529,,,3.0,1.9,-1.9,1017.0,,,,,,189.7,,,6538.0,79.0,-79.0,4.36,0.3,-0.3,1.21,0.76,-0.76,284.55573,46.063831,12.663
931,9873254,K00717.02,Kepler-653 c,CONFIRMED,CANDIDATE,,,,,,3.601506,4.6e-05,-4.6e-05,133.1147,0.0048,-0.0048,0.75,0.14,-0.14,1.3196,,,66,,,0.95,0.12,-0.12,1201.0,,,,,,15.3,,,5686.0,50.0,-50.0,4.41,0.1,-0.1,1.077,0.096,-0.096,282.21292,46.717819,13.387
932,9884104,K00718.03,Kepler-219 d,CONFIRMED,CANDIDATE,,,,,,47.90421,0.00064,-0.00064,141.9789,0.0049,-0.0049,0.684,0.1,-0.1,5.7124,,,366,,,2.67,0.38,-0.38,561.0,,,,,,40.7,,,5788.0,53.0,-53.0,4.27,0.1,-0.1,1.31,0.18,-0.18,288.73898,46.762562,13.764
933,9950612,K00719.04,Kepler-220 b,CONFIRMED,CANDIDATE,,,,,,4.159821,1.7e-05,-1.7e-05,133.784,0.0016,-0.0016,0.09,0.35,-0.35,1.4533,,,161,,,0.81,0.08,-0.08,789.0,,,,,,44.7,,,4689.0,56.0,-56.0,4.66,0.1,-0.1,0.655,0.023,-0.023,291.50616,46.895741,13.177
934,9963524,K00720.01,Kepler-221 c,CONFIRMED,CANDIDATE,,,,,,5.6905861,8.6e-06,-8.6e-06,174.04844,0.00045,-0.00045,0.4,0.13,-0.13,2.5158,,,1360,,,2.96,0.59,-0.59,875.0,,,,,,167.1,,,5324.0,66.0,-66.0,4.54,0.3,-0.3,0.81,0.16,-0.16,296.65475,46.83527,13.749
935,9964801,K00721.01,Kepler-654 b,CONFIRMED,CANDIDATE,,,,,,13.72446,0.00015,-0.00015,180.6485,0.0035,-0.0035,0.71,0.1,-0.1,7.2785,,,275,,,2.76,0.87,-0.87,974.0,,,,,,54.9,,,6029.0,124.0,-124.0,4.09,0.3,-0.3,1.56,0.49,-0.49,297.06842,46.834278,13.645
936,9965439,K00722.01,Kepler-655 b,CONFIRMED,CANDIDATE,,,,,,46.4073,0.00045,-0.00045,192.9906,0.003,-0.003,0.843,0.1,-0.1,7.4189,,,491,,,2.64,0.56,-0.56,556.0,,,,,,63.6,,,6314.0,93.0,-93.0,4.45,0.3,-0.3,1.05,0.22,-0.22,297.25909,46.843189,13.489
937,10002866,K00723.03,Kepler-222 c,CONFIRMED,CANDIDATE,,,,,,10.088813,2.2e-05,-2.2e-05,173.08275,0.00077,-0.00077,0.936,0.1,-0.1,1.815,,,2010,,,4.4,1.6,-1.6,694.0,,,,,,111.7,,,5342.0,113.0,-113.0,4.62,0.3,-0.3,0.76,0.28,-0.28,287.9061,46.937771,15.063
938,6678383,K00111.02,Kepler-104 c,CONFIRMED,CANDIDATE,,,,,,23.66834,0.00012,-0.00012,132.7129,0.0019,-0.0019,0.558,0.1,-0.1,5.7564,,,455,,,2.05,0.64,-0.64,627.0,,,,,,90.9,,,5711.0,44.0,-44.0,4.41,0.1,-0.1,0.93,0.29,-0.29,287.60461,42.166779,12.596
939,12068975,K00623.04,Kepler-197 e,CONFIRMED,CANDIDATE,,,,,,25.20971,0.00035,-0.00035,154.416,0.0067,-0.0067,0.831,0.1,-0.1,6.4688,,,73,,,1.12,0.15,-0.15,703.0,,,,,,37.2,,,5877.0,50.0,-50.0,4.23,0.1,-0.1,1.18,0.15,-0.15,295.22644,50.558979,11.811
940,3541946,K00624.03,Kepler-198 d,CONFIRMED,CANDIDATE,,,,,,1.3118451,4.4e-06,-4.4e-06,133.10852,0.00074,-0.00074,0.38,0.14,-0.14,1.7281,,,247,,,1.35,0.43,-0.43,1535.0,,,,,,59.8,,,5725.0,71.0,-71.0,4.56,0.3,-0.3,0.85,0.27,-0.27,290.67313,38.69101,13.597
941,4478168,K00626.01,Kepler-624 b,CONFIRMED,CANDIDATE,,,,,,14.586675,8.1e-05,-8.1e-05,172.2186,0.0023,-0.0023,0.37,0.24,-0.24,4.0488,,,362,,,2.11,0.17,-0.17,814.0,,,,,,53.4,,,6157.0,55.0,-55.0,4.41,0.1,-0.1,1.086,0.084,-0.084,295.19339,39.539669,13.49
942,10227020,K00730.04,Kepler-223 b,CONFIRMED,CANDIDATE,,,,,,7.38402,0.00022,-0.00022,137.495,0.01,-0.01,0.04,0.16,-0.16,5.5575,,,280,,,1.64,0.73,-0.73,964.0,,,,,,20.2,,,5832.0,116.0,-116.0,4.39,0.3,-0.3,1.03,0.46,-0.46,298.31836,47.279491,15.344
943,10265898,K00732.01,Kepler-656 b,CONFIRMED,CANDIDATE,,,,,,1.2602548,2.1e-06,-2.1e-06,170.40919,0.00035,-0.00035,0.31,0.52,-0.52,1.7627,,,1138,,,2.6,1.3,-1.3,1408.0,,,,,,150.6,,,5379.0,122.0,-122.0,4.59,0.3,-0.3,0.78,0.39,-0.39,288.32791,47.381592,15.342
944,4563268,K00627.02,Kepler-625 c,CONFIRMED,CANDIDATE,,,,,,4.165471,4.2e-05,-4.2e-05,132.023,0.0042,-0.0042,0.29,0.26,-0.26,3.2394,,,103,,,1.22,0.09,-0.09,1273.0,,,,,,34.7,,,6125.0,60.0,-60.0,4.37,0.1,-0.1,1.199,0.083,-0.083,292.15045,39.637581,13.307
945,4644604,K00628.01,Kepler-626 b,CONFIRMED,CANDIDATE,,,,,,14.485882,8.4e-05,-8.4e-05,175.0051,0.002,-0.002,0.81,0.38,-0.38,2.9266,,,470,,,3.1,1.1,-1.1,877.0,,,,,,56.1,,,6018.0,99.0,,4.24,0.3,-0.3,1.29,0.44,-0.44,288.69864,39.70829,13.946
946,4656049,K00629.01,Kepler-627 b,CONFIRMED,CANDIDATE,,,,,,40.69944,0.00059,-0.00059,172.567,0.005,-0.005,0.51,0.22,-0.22,6.7883,,,405,,,3.1,1.1,-1.1,700.0,,,,,,40.5,,,6457.0,126.0,-126.0,4.18,0.3,-0.3,1.5,0.52,-0.52,292.10428,39.76791,13.949
947,4827723,K00632.01,Kepler-629 b,CONFIRMED,CANDIDATE,,,,,,7.238519,5e-05,-5e-05,171.22,0.0023,-0.0023,0.5,0.42,-0.42,3.1488,,,252,,,1.46,0.15,-0.15,854.0,,,,,,66.7,,,5437.0,54.0,-54.0,4.49,0.1,-0.1,0.901,0.065,-0.065,289.41782,39.945011,13.359
948,4841374,K00633.01,Kepler-630 b,CONFIRMED,CANDIDATE,,,,,,161.479,0.0029,-0.0029,170.5964,0.0054,-0.0054,0.882,0.1,-0.1,11.4122,,,839,,,5.8,1.8,-1.8,450.0,,,,,,54.9,,,6070.0,113.0,-113.0,4.03,0.3,-0.3,1.71,0.53,-0.53,293.42703,39.942429,13.871
949,5020319,K00635.01,Kepler-1725 b,CONFIRMED,CANDIDATE,,,,,,16.71979,0.0001,-0.0001,171.4018,0.0021,-0.0021,0.59,0.9,-0.9,3.3645,,,540,,,2.73,0.4,-0.4,782.0,,,,,,74.0,,,6129.0,57.0,-57.0,4.4,0.1,-0.1,1.129,0.058,-0.058,294.37354,40.19463,13.034
950,5113822,K00638.02,Kepler-199 c,CONFIRMED,CANDIDATE,,,,,,67.0935,0.00042,-0.00042,146.5657,0.0022,-0.0022,0.276,0.1,-0.1,6.9026,,,1144,,,3.9,1.3,-1.3,500.0,,,,,,82.4,,,5980.0,94.0,-94.0,4.31,0.3,-0.3,1.16,0.38,-0.38,295.55942,40.236271,13.595
951,5120087,K00639.01,Kepler-631 b,CONFIRMED,CANDIDATE,,,,,,17.97988,0.00012,-0.00012,182.2407,0.0023,-0.0023,0.758,0.1,-0.1,5.769,,,481,,,2.7,1.1,-1.1,795.0,,,,,,75.8,,,6433.0,100.0,-100.0,4.42,0.3,-0.3,1.11,0.46,-0.46,296.88577,40.22823,13.5
952,5121511,K00640.01,Kepler-632 b,CONFIRMED,CANDIDATE,,,,,,30.99644,0.00017,-0.00017,191.7855,0.0019,-0.0019,0.63,0.9,-0.9,2.8329,,,682,,,2.44,0.99,-0.99,510.0,,,,,,66.6,,,5264.0,50.0,-50.0,4.48,0.1,-0.1,0.894,0.059,-0.059,297.25262,40.288601,13.332
953,5374854,K00645.02,Kepler-633 c,CONFIRMED,CANDIDATE,,,,,,23.78362,0.00033,-0.00033,179.7431,0.0046,-0.0046,0.783,0.1,-0.1,8.0072,,,251,,,2.9,1.0,-1.0,859.0,,,,,,37.0,,,6306.0,115.0,-115.0,4.09,0.3,-0.3,1.67,0.59,-0.59,295.21744,40.592251,13.716
954,5531694,K00647.01,Kepler-634 b,CONFIRMED,CANDIDATE,,,,,,5.169487,3.8e-05,-3.8e-05,170.314,0.0023,-0.0023,0.3,0.19,-0.19,4.5693,,,206,,,1.67,0.53,-0.53,1240.0,,,,,,70.5,,,6481.0,98.0,-98.0,4.38,0.3,-0.3,1.17,0.37,-0.37,291.19507,40.702702,13.55
955,5613330,K00649.01,Kepler-635 b,CONFIRMED,CANDIDATE,,,,,,23.44955,0.00022,-0.00022,182.9256,0.0032,-0.0032,0.8,0.1,-0.1,8.7559,,,320,,,2.5,0.61,-0.61,762.0,,,,,,74.8,,,6288.0,102.0,-102.0,4.29,0.3,-0.3,1.26,0.31,-0.31,289.77325,40.80072,13.31
